Name,County,Date,Start Date and Time,End Date and Time,Latitude,Longitude,Acres Burned,Duration,Maximum Temperature,Minimum Temperature,Temperature,Dew Point,Precipitation,Wind Speed,Wind Gust,Wind Direction,Cloud Cover,Relative Humidity,Solar Radiation,Solar Energy,PDSI,NDVI,Elevation,Slope
Hobo Fire ,Trinity,2020-09-01,2020-09-01 09:37:58+00:00,2020-09-10 11:23:00+00:00,40.82126,-123.12461,,9.072939814814815,101.5,66.6,84.4,38.2,0.0,20.8,30.0,187.63,0.0,22.29,500.5,25.2,-2.3299999237060547,6823.0,518,10.368659019470217
Schoolhouse Fire,Siskiyou,2020-09-09,2020-09-09 15:59:31+00:00,2020-09-17 19:56:00+00:00,41.68229,-122.84057,45.0,8.164224537037038,90.5,55.5,71.9,18.8,0.0,8.6,25.3,137.32,0.6,14.31,314.3,17.0,-3.260000228881836,5768.0,982,16.61374282836914
San Antonio Fire ,Santa Barbara,2020-09-16,2020-09-16 16:00:33+00:00,2020-09-18 08:00:00+00:00,34.773809,-120.491594,111.0,1.6662847222222221,71.9,51.1,58.9,54.3,0.01,11.3,,193.67,38.6,86.53,451.9,24.4,-1.0900001525878906,3927.0,124,25.976730346679688
Valley Fire,San Diego,2020-09-05,2020-09-05 16:02:32+00:00,2020-09-24 15:30:00+00:00,32.765615,-116.692705,16390.0,18.97740740740741,103.7,67.9,84.0,60.1,0.0,11.6,,232.38,1.4,50.06,457.1,23.0,2.25,3970.0,745,8.581933975219727
Lake Fire,Los Angeles,2020-08-12,2020-08-12 17:13:02+00:00,2020-09-28 06:59:00+00:00,34.679,-118.452,31089.0,46.57358796296296,101.9,61.3,84.0,29.5,0.0,19.1,28.9,191.21,9.0,15.56,439.1,25.3,1.1499996185302734,3704.0,999,13.016148567199709
Pony Fire,Sacramento,2020-10-03,2020-10-03 15:38:00+00:00,2020-10-04 07:22:00+00:00,38.464074,-121.039236,20.0,0.6555555555555556,88.8,63.2,75.5,43.2,0.0,7.0,,103.08,18.2,32.7,88.3,7.6,-2.060000419616699,3375.0,79,3.0061402320861816
Copper Fire ,Amador,2020-09-30,2020-09-30 13:09:00+00:00,2020-10-03 07:08:00+00:00,38.49375,-121.003602,48.0,2.7493055555555554,95.7,64.3,79.6,41.6,0.0,11.0,19.7,153.17,17.1,28.24,257.5,15.8,-2.0,3213.0,130,3.0069074630737305
Shackleford Fire,Siskiyou,2020-09-11,2020-09-11 10:05:44+00:00,2020-09-21 19:57:00+00:00,41.575549,-123.021635,50.0,10.410601851851851,86.1,48.4,66.1,34.7,0.0,10.1,26.4,136.21,87.7,33.86,334.7,18.1,-3.140000343322754,7947.0,1264,25.51786231994629
Woodward Fire,Marin,2020-08-18,2020-08-18 14:27:00+00:00,2020-10-02 07:21:00+00:00,38.018089,-122.836701,4929.0,44.704166666666666,91.4,60.2,73.1,57.1,0.0,12.1,21.9,244.26,32.2,63.98,471.9,25.5,-3.779999732971192,8490.0,175,10.805142402648926
Fox Fire,Siskiyou,2020-09-16,2020-09-16 11:08:31+00:00,2020-09-30 08:31:00+00:00,41.211022,-122.847359,2188.0,13.890613425925926,83.5,46.8,63.6,36.0,0.0,7.6,24.2,118.17,10.8,39.78,293.6,15.9,-2.630000114440918,5350.0,2012,1.2327046394348145
Lambert Fire,Amador,2020-10-04,2020-10-04 12:46:20+00:00,2020-10-06 19:04:00+00:00,38.424016,-121.006635,21.0,2.2622685185185185,90.2,60.8,75.0,38.4,0.0,6.5,16.1,132.79,15.7,28.64,262.6,17.0,-2.239999771118164,3630.0,70,1.854334115982056
Irvine Fire,Contra Costa,2020-10-11,2020-10-11 18:04:00+00:00,2020-10-12 00:00:00+00:00,37.821737,-122.104314,30.0,0.24722222222222223,79.0,57.0,66.8,53.0,0.0,13.1,,200.17,22.8,64.18,308.3,15.5,-2.4600000381469727,4920.0,255,16.145963668823242
Diamond Fire,Calaveras,2020-10-13,2020-10-13 14:31:29+00:00,2020-10-15 09:00:00+00:00,37.98337,-120.64541,21.0,1.7698032407407407,88.7,50.9,69.5,41.9,0.0,9.3,20.8,196.17,3.2,41.93,284.8,13.3,-1.3199996948242188,3411.0,304,8.96030330657959
Oak Fire,Mendocino,2020-09-07,2020-09-07 13:26:45+00:00,2020-09-14 19:38:00+00:00,39.4935,-123.3965,1100.0,7.2578125,110.9,64.8,84.5,44.8,0.0,13.9,24.2,151.88,7.9,31.12,409.8,22.1,-2.890000343322754,6201.0,594,15.230021476745604
Zogg Fire,"Shasta, Tehama",2020-09-27,2020-09-27 16:03:27+00:00,2020-10-13 17:02:00+00:00,40.53927,-122.56656,56338.0,16.040659722222223,93.5,64.8,80.0,36.0,0.0,31.6,45.1,180.75,0.0,24.07,411.2,19.2,-2.489999771118164,5037.0,506,8.631087303161621
Bruder Fire,San Bernardino,2020-10-15,2020-10-15 05:40:14+00:00,2020-10-16 13:33:00+00:00,34.014728,-117.138078,170.0,1.3283101851851853,97.7,53.8,74.7,39.4,0.0,12.2,,144.0,0.3,33.29,375.2,17.6,0.9600000381469728,3600.0,675,7.841791152954102
Martindale Fire ,Los Angeles,2020-09-28,2020-09-28 17:08:09+00:00,2020-09-30 08:36:00+00:00,34.563,-118.4,230.0,1.6443402777777778,93.4,61.1,76.2,28.1,0.0,17.7,41.4,134.54,0.0,19.71,370.4,21.3,0.9099998474121094,4560.0,829,24.6474723815918
Cameron Fire,El Dorado,2020-10-18,2020-10-18 20:42:24+00:00,2020-10-21 17:16:00+00:00,38.659387,-120.964726,15.0,2.8566666666666665,85.6,62.5,73.1,33.3,0.0,6.8,,168.46,14.5,23.81,364.2,15.7,-1.8199996948242188,4435.0,414,2.201579093933105
Ferry Fire,Butte,2020-10-22,2020-10-22 14:43:49+00:00,2020-10-22 17:12:00+00:00,39.51694,-121.54475,6.0,0.10290509259259259,78.2,57.1,67.1,29.9,0.0,17.1,27.7,313.58,2.7,28.28,605.0,52.3,-2.810000419616699,3607.0,80,9.701769828796388
Redwood Fire,Humboldt,2020-10-23,2020-10-23 13:52:08+00:00,,40.55823,-123.88658,102.0,,59.2,38.1,48.8,41.2,0.0,15.3,20.8,197.5,9.1,77.34,341.4,14.7,-1.4099998474121094,8727.0,747,15.179160118103027
Dersch Fire,Shasta,2020-10-25,2020-10-25 12:54:39+00:00,,40.47646,-122.18102,133.0,,65.0,44.3,56.1,16.9,0.0,34.4,47.9,167.67,0.2,28.62,313.1,14.7,-2.1700000762939453,2687.0,154,3.768218994140625
Point Fire (Shasta and Tehama County),"Shasta, Tehama",2020-10-25,2020-10-25 09:56:31+00:00,,40.38869,-122.39033,275.0,,64.9,44.6,56.1,16.8,0.0,32.0,47.1,163.71,0.5,28.68,289.8,12.5,-2.289999961853028,2639.0,157,1.2175283432006836
Cypress Fire,"Riverside, San Bernardino",2020-11-01,2020-11-01 17:05:47+00:00,,34.03343,-117.51476,150.0,,90.3,56.5,72.9,35.5,0.0,11.2,,135.0,44.3,29.98,275.7,23.8,0.6000003814697266,2821.0,257,2.1654300689697266
Pope Fire,Napa,2020-10-23,2020-10-23 17:25:43+00:00,2020-10-25 19:10:00+00:00,38.56184,-122.37828,61.0,2.0724189814814813,72.8,46.7,57.1,47.4,0.0,12.2,,247.63,36.9,72.29,305.2,15.4,-3.060000419616699,4406.0,287,7.314640998840332
Fork Fire,El Dorado,2020-09-08,2020-09-08 13:03:25+00:00,2020-11-09 17:48:00+00:00,38.99,-120.394,,62.19762731481482,70.0,51.0,61.8,21.8,0.0,13.7,35.0,72.22,23.6,23.62,460.1,24.8,-1.5399999618530271,7142.0,1713,13.574554443359377
Point Fire (Placer County),Placer,2020-10-26,2020-10-26 08:21:48+00:00,2020-11-09 17:51:00+00:00,39.009454,-120.488892,,14.395277777777778,57.0,29.2,42.5,-8.6,0.0,11.7,34.5,85.42,0.7,12.58,324.9,15.2,-2.810000419616699,5761.0,1723,9.489473342895508
Bullfrog Fire,Fresno,2020-09-12,2020-09-12 13:57:57+00:00,2020-11-09 14:06:00+00:00,37.135474,-119.027309,1185.0,58.00559027777778,86.6,44.3,64.9,24.3,0.0,11.7,24.7,184.13,24.5,24.72,220.6,11.1,-1.7100000381469729,5669.0,2707,5.797245025634766
Ranch 2 Fire,Los Angeles,2020-08-13,2020-08-13 14:49:55+00:00,2020-10-05 14:17:00+00:00,34.160265,-117.910498,4237.0,52.9771412037037,98.4,73.7,84.5,45.6,0.0,14.1,23.0,209.35,31.6,27.61,266.3,20.1,0.989999771118164,3863.0,229,1.1207325458526611
R-8 Pinecone Fire,Lassen,2020-08-26,2020-08-26 08:03:48+00:00,2020-08-31 14:19:00+00:00,40.773,-120.536,567.0,5.260555555555555,86.7,50.4,69.5,46.8,0.0,15.3,,190.96,33.6,49.27,379.3,20.5,-1.0399999618530271,3059.0,1887,7.418248653411865
Placer Fire,San Luis Obispo,2020-08-25,2020-08-25 16:29:58+00:00,,35.4335197,-120.1243296,53.0,,81.6,60.5,68.1,59.3,0.0,18.0,,228.67,38.6,75.3,406.4,23.4,-0.5399999618530273,2035.0,606,7.970213890075684
3-19 Fire,Mendocino,2020-08-18,2020-08-18 15:27:56+00:00,2020-08-21 08:08:00+00:00,39.276,-123.013667,62.0,2.694490740740741,102.8,66.3,82.6,53.3,0.0,16.1,30.0,266.23,0.0,51.35,295.7,16.0,-3.3000001907348637,3819.0,905,15.310765266418455
Holser Fire,Ventura,2020-08-17,2020-08-17 17:08:40+00:00,,34.438759,-118.758965,3000.0,,95.1,72.8,82.2,62.6,0.0,9.6,,177.17,9.3,54.19,424.9,21.4,-0.0100002288818359,3642.0,253,2.168220996856689
Trimmer Fire,Fresno,2020-08-04,2020-08-04 09:44:14+00:00,2020-08-20 14:23:00+00:00,36.90933,-119.2439,594.0,16.19358796296296,97.8,66.9,83.0,50.4,0.0,15.6,24.2,289.67,12.4,35.18,478.9,27.6,-2.75,3148.0,319,29.32516098022461
Castaic Fire,Los Angeles,2020-08-01,2020-08-01 18:04:58+00:00,2020-09-14 14:25:00+00:00,34.51853,-118.59699,178.0,43.84724537037037,97.4,70.7,84.2,49.0,0.0,14.4,27.7,202.92,0.0,31.4,453.9,27.8,0.619999885559082,2649.0,515,15.404488563537598
Stump Fire,Tehama,2020-08-01,2020-08-01 16:39:21+00:00,2020-09-14 14:25:00+00:00,40.34659,-121.6415,684.0,43.90670138888889,101.5,65.3,83.8,43.7,0.0,10.8,17.2,105.29,0.0,27.89,456.5,26.3,-1.2799997329711914,6866.0,1482,3.0341217517852783
Dam Fire,Los Angeles,2020-07-30,2020-07-30 15:23:01+00:00,2020-08-14 14:26:00+00:00,34.17363,-117.889503,220.0,14.960405092592593,100.0,66.5,81.6,53.3,0.0,14.6,19.7,198.39,3.2,42.24,466.3,26.9,1.829999923706055,3846.0,471,18.222103118896484
July Complex,"Siskiyou, Modoc",2020-07-24,2020-07-24 07:33:21+00:00,2020-08-20 14:27:00+00:00,41.699,-121.477,83261.0,27.287256944444444,86.7,46.9,68.2,41.5,0.0,13.5,24.2,180.36,6.2,43.58,363.3,23.5,-3.289999961853028,3101.0,1476,24.492977142333984
Moc Fire,Tuolumne,2020-08-20,2020-08-20 14:26:08+00:00,2020-08-30 19:14:00+00:00,37.813779,-120.312565,2857.0,10.199907407407407,94.6,67.7,79.8,43.3,0.0,7.7,,306.67,53.9,30.3,302.9,19.6,-1.489999771118164,4839.0,295,18.33036231994629
August Complex (includes Doe Fire),"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake, Colusa",2020-08-16,2020-08-16 20:37:26+00:00,2020-11-11 10:21:44+00:00,39.776,-122.673,1032648.0,86.57243055555556,102.8,78.9,89.2,55.9,0.0,11.1,20.8,172.75,7.4,33.91,265.1,14.3,-3.2799997329711914,6813.0,1363,13.526503562927246
El Dorado Fire,"San Bernardino, Riverside",2020-09-05,2020-09-05 12:51:00+00:00,2020-11-16 08:00:00+00:00,34.08056,-116.98669,22744.0,71.79791666666667,98.0,58.1,78.8,40.1,0.0,12.4,23.0,92.83,11.0,31.32,268.7,18.4,0.979999542236328,6651.0,1764,14.001855850219728
Thomas Fire,Lassen,2020-12-03,2020-12-03 13:32:00+00:00,2020-12-03 17:40:29+00:00,41.591948,-120.374514,24.0,0.17255787037037038,53.5,18.5,32.8,16.9,0.0,10.9,,191.67,0.0,56.07,215.5,18.6,-2.4600000381469727,3170.0,1523,2.230219602584839
Cerritos Fire,Riverside,2020-12-03,2020-12-03 02:06:22+00:00,,33.773754,-117.051463,200.0,,68.4,36.9,55.6,3.4,0.0,16.0,32.2,85.88,0.0,13.02,241.8,10.4,1.3199996948242188,2409.0,530,0.9274099469184875
San Dimas Fire,Los Angeles,2020-11-06,2020-11-06 07:28:52+00:00,2020-11-07 14:43:00+00:00,34.146195,-117.778561,131.0,1.3014814814814815,78.3,54.5,68.0,45.2,0.01,14.9,25.5,265.46,49.9,48.67,235.9,12.7,-1.0299997329711914,3917.0,480,39.66474914550781
Olinda Fire,Shasta,2020-10-25,2020-10-25 14:22:27+00:00,2020-10-25 07:07:00+00:00,40.41486,-122.342,5.0,-0.3023958333333333,64.9,44.4,56.1,16.9,0.0,33.8,47.7,167.0,0.2,28.63,289.8,12.5,-2.229999542236328,3090.0,219,2.218109607696533
Airport Fire,Riverside,2020-12-01,2020-12-01 17:27:18+00:00,2020-12-12 07:26:17+00:00,33.893351,-117.62109,1087.0,10.582627314814815,83.8,34.5,54.3,29.0,0.0,14.7,20.8,106.17,0.0,47.24,197.7,12.8,-1.140000343322754,6292.0,167,4.555021286010742
257 Fire,,2020-11-17,2020-11-17 12:47:00+00:00,2020-11-17 19:05:14+00:00,41.4435,-120.87054,49.0,0.26266203703703705,57.8,36.0,45.6,29.4,0.01,42.5,68.4,191.25,45.6,56.98,35.5,1.5,-3.359999656677246,2609.0,1314,0.0
Bond Fire,Orange,2020-12-02,2020-12-02 22:14:00+00:00,2020-12-10 18:59:25+00:00,33.743842,-117.674967,6686.0,7.864872685185185,79.1,43.6,61.6,26.5,0.0,13.8,40.2,109.21,9.1,33.08,259.7,13.1,-1.010000228881836,3582.0,348,18.21847152709961
Manzanita Fire,Madera,2021-01-19,2021-01-19 12:08:00+00:00,,37.25086,-119.51982,23.0,,63.8,43.2,52.5,30.4,0.0,13.9,20.8,239.58,13.0,46.24,244.2,11.4,-3.3000001907348637,5613.0,876,3.882685661315918
North Butano Fire,San Mateo,2021-01-18,2021-01-18 21:00:00+00:00,,37.18259,-122.28823,15.0,,75.2,52.7,64.3,28.7,0.0,18.9,34.4,264.29,25.9,32.08,255.5,12.0,-4.010000228881836,2004.0,432,2.974224805831909
Bonny Doone Complex (Previously Fanning Fire),Santa Cruz,2021-01-19,2021-01-19 06:48:00+00:00,,37.08931,-122.10509,20.0,,67.8,50.8,59.2,17.1,0.0,20.8,33.4,192.38,5.7,19.62,275.8,11.9,-3.369999885559082,8547.0,240,22.09037208557129
Erbes Fire,Ventura,2021-01-14,2021-01-14 16:00:00+00:00,2021-01-15 13:45:05+00:00,34.20955,-118.83967,250.0,0.9063078703703704,88.5,52.9,74.0,29.9,0.0,23.8,35.6,49.33,6.5,22.75,257.8,13.9,-2.270000457763672,3084.0,296,4.760162353515625
72 Fire,Riverside,2021-01-19,2021-01-19 14:48:24+00:00,2021-01-20 13:46:53+00:00,33.52871,-116.10723,43.0,0.9572800925925926,66.7,50.8,60.5,25.5,0.0,13.9,25.3,301.08,51.5,28.33,73.1,3.2,-2.2799997329711914,3517.0,-61,1.4481948614120483
Panther Ridge Fire,Santa Cruz,2021-01-19,2021-01-19 15:25:39+00:00,2021-01-22 18:02:12+00:00,37.18381,-122.13372,20.0,3.108715277777778,67.1,52.2,59.1,17.3,0.0,22.7,34.5,188.75,7.5,19.72,271.3,11.7,-3.380000114440918,8468.0,304,19.85679054260254
Freedom Fire,Santa Cruz,2021-01-19,2021-01-19 19:13:18+00:00,2021-01-22 18:09:27+00:00,36.98767,-121.83627,37.0,2.9556597222222223,69.1,48.7,60.0,17.2,0.0,19.1,42.3,89.13,0.0,19.45,266.1,11.5,-2.2200002670288086,6829.0,119,7.327703952789307
Grapevine Fire,Kern,2021-03-14,2021-03-14 18:35:00+00:00,2021-03-20 09:54:54+00:00,35.5819816117628,-117.591073443333,86.0,5.638819444444445,70.9,34.3,53.8,21.2,0.0,10.8,33.6,222.57,1.4,32.02,327.3,17.7,-3.0699996948242188,1341.0,908,0.0
Woodman Fire,Shasta,2021-04-01,2021-04-01 15:56:00+00:00,2021-04-01 21:19:17+00:00,40.6758842,-122.0536419,35.0,0.2245023148148148,78.6,42.3,60.4,36.5,0.0,13.1,,178.75,0.0,46.39,339.1,20.8,-3.359999656677246,6529.0,365,4.784841060638428
Paso Fire,San Diego,2021-04-12,2021-04-12 18:44:23+00:00,2021-04-13 18:00:00+00:00,32.958961,-116.582369,28.0,0.9691782407407408,68.8,54.4,58.8,50.1,0.0,14.0,21.9,223.46,68.4,73.88,539.8,27.2,-1.630000114440918,5877.0,1507,10.498665809631348
Turnout Fire,Mendocino,2021-04-18,2021-04-18 17:46:54+00:00,2021-04-24 19:04:15+00:00,38.99914,-123.35838,200.0,6.053715277777778,80.6,42.8,61.3,34.6,0.0,13.6,22.9,268.46,0.0,43.11,468.1,27.0,-4.439999580383301,7208.0,138,0.0
Sky Fire,Lake,2021-04-29,2021-04-29 12:44:00+00:00,2021-05-01 17:32:27+00:00,38.8843712846835,-122.517715553264,65.0,2.2003125,79.0,43.8,59.6,43.1,0.0,11.5,19.7,157.29,20.1,58.63,569.2,30.7,-5.25,4847.0,552,12.82193088531494
Campo Fire,Calaveras,2021-04-29,2021-04-29 23:18:41+00:00,,38.223179,-120.856628,160.0,,88.1,53.5,69.8,38.8,0.0,10.6,,187.7,0.0,34.82,155.0,13.4,-3.979999542236328,6017.0,175,5.115528583526611
Bridge Fire,Riverside,2021-05-05,2021-05-05 23:30:06+00:00,2021-05-06 06:56:43+00:00,33.86972,-117.044072,226.0,0.31015046296296295,91.1,51.3,71.0,43.2,0.0,18.3,23.7,184.95,2.4,43.8,467.7,26.9,-2.6000003814697266,2736.0,450,5.248992919921875
Creek Fire,Riverside,2021-05-04,2021-05-04 13:28:00+00:00,2021-05-04 18:00:00+00:00,33.532246,-116.767011,32.0,0.18888888888888888,89.4,56.3,73.0,42.1,0.0,17.6,24.2,222.25,3.8,38.45,559.9,30.2,-2.939999580383301,3492.0,1075,2.7802884578704834
River Fire,Sutter,2021-04-19,2021-04-19 20:29:35+00:00,2021-05-01 09:35:18+00:00,38.9743823,-121.5896697,80.0,11.545636574074074,84.9,47.6,67.4,40.5,0.0,8.8,,118.78,0.0,41.23,573.9,31.0,-6.100000381469727,6041.0,16,2.384676218032837
North Fire,Los Angeles,2021-04-28,2021-04-28 23:04:57+00:00,2021-05-03 09:57:29+00:00,34.449686,-118.616276,650.0,4.4531481481481485,82.1,51.4,67.7,27.6,0.0,19.7,34.4,234.13,0.0,28.19,385.6,29.2,-3.689999580383301,3091.0,314,2.43173623085022
Quail Fire,Yuba,2021-05-12,2021-05-12 20:48:43+00:00,2021-05-12 14:53:27+00:00,39.2510745,-121.361339,35.0,-0.24671296296296297,92.8,58.7,76.8,37.7,0.0,7.9,15.0,119.25,0.0,26.8,493.9,28.5,-5.079999923706055,5640.0,148,5.846208572387695
Salmon Fire,El Dorado,2021-05-01,2021-05-01 21:02:48+00:00,,38.773294,-121.034998,32.0,,75.7,49.7,63.7,42.1,0.0,15.3,16.1,170.92,1.3,47.28,486.8,28.0,-4.210000038146973,4428.0,142,10.187171936035156
Dillard Fire,Sacramento,2021-05-08,2021-05-08 17:29:49+00:00,2021-05-08 20:05:33+00:00,38.28328,-121.45965,44.0,0.10814814814814815,87.6,58.2,73.9,26.7,0.0,24.7,35.0,329.0,0.3,19.12,264.5,22.9,-6.729999542236328,4218.0,3,2.361826181411743
Fields Fire,Merced,2021-05-14,2021-05-14 14:00:00+00:00,2021-05-15 11:58:36+00:00,37.560209,-120.419624,97.0,0.9156944444444445,86.0,54.4,69.3,48.0,0.0,11.9,,309.61,0.0,50.26,439.8,25.3,-5.020000457763672,3037.0,101,5.902210235595703
Milepost 21 Fire,Humboldt,2020-07-20,2020-07-20 15:44:53+00:00,2020-08-18 18:09:00+00:00,41.1849445,-123.6986222,100.0,29.10008101851852,60.4,54.1,56.6,51.8,0.0,8.8,,237.42,95.1,84.05,515.3,31.5,-1.079999923706055,8133.0,117,19.63537979125977
Pine Fire,Los Angeles,2021-05-12,2021-05-12 22:46:39+00:00,2021-05-20 12:23:55+00:00,34.454231,-117.663815,442.0,7.567546296296296,86.0,58.2,70.5,45.9,0.0,19.7,30.5,227.67,11.4,44.0,560.9,30.3,-3.4600000381469727,1599.0,1174,5.980633735656738
WeeVill Fire,Los Angeles,2021-05-20,2021-05-20 09:27:00+00:00,2021-05-22 13:35:16+00:00,34.7591895,-118.5044868,300.0,2.1724074074074076,62.2,46.7,54.5,23.8,0.0,34.4,45.9,306.79,2.0,31.62,536.5,30.9,-4.0,1965.0,888,3.000032663345337
R-1 Fire,Lassen,2021-05-14,2021-05-14 13:03:00+00:00,2021-05-15 12:48:28+00:00,40.971612,-120.094517,29.0,0.9899074074074075,80.1,40.6,62.4,31.8,0.0,16.3,28.9,212.95,17.9,35.33,256.3,14.8,-3.310000419616699,2911.0,2029,4.901645660400391
Lake Fire,Riverside,2021-05-24,2021-05-24 13:30:26+00:00,2021-05-27 07:04:11+00:00,33.965596,-117.471517,115.0,2.7317708333333335,93.8,53.7,73.5,39.3,0.0,19.4,26.9,180.05,0.3,36.46,326.3,23.5,-3.510000228881836,4486.0,211,1.4525620937347412
Live Oak Fire,Mariposa,2021-05-27,2021-05-27 14:36:00+00:00,2021-05-31 18:50:19+00:00,37.45646,-120.00392,197.0,4.176608796296296,80.5,51.5,66.5,41.8,0.0,13.6,32.2,306.63,0.0,43.98,555.9,32.0,-4.130000114440918,4956.0,529,1.854334115982056
Palisades Fire,Los Angeles,2021-05-14,2021-05-14 21:50:41+00:00,2021-05-26 18:00:00+00:00,34.079046,-118.558938,1202.0,11.839803240740741,68.5,58.5,61.9,52.3,0.0,12.3,20.8,214.83,68.5,71.8,354.6,23.0,-3.489999771118164,3891.0,303,16.765485763549805
Slope Fire,Fresno,2021-05-31,2021-05-31 16:24:20+00:00,,36.862017253092894,-119.348412180029,25.0,,100.6,70.0,85.7,53.9,0.0,13.9,,189.0,16.4,37.07,489.2,29.9,-5.439999580383301,3547.0,390,4.366365909576416
Smalley Fire,Madera,2021-05-31,2021-05-31 19:12:45+00:00,2021-06-03 07:24:58+00:00,37.1619216,-119.5166045,45.0,2.5084837962962965,97.7,68.7,83.7,53.0,0.0,10.9,,180.21,13.8,37.84,508.0,29.3,-4.789999961853027,4201.0,414,6.00999116897583
Buck Fire,Madera,2021-06-06,2021-06-06 15:20:52+00:00,2021-06-08 18:32:58+00:00,37.2448494401916,-119.860478362096,50.0,2.133402777777778,89.9,63.3,75.8,49.8,0.0,11.7,37.8,287.33,15.4,42.81,506.2,29.2,-4.159999847412109,4120.0,365,3.704791784286499
Creek Fire,Yolo,2021-06-09,2021-06-09 20:00:00+00:00,2021-06-10 07:03:23+00:00,38.899722,-122.238889,34.0,0.46068287037037037,74.7,51.9,62.2,39.9,0.0,18.4,28.9,183.38,20.2,46.44,464.4,28.4,-8.0,3329.0,145,2.5559403896331787
Sierra Fire,San Diego,2021-06-09,2021-06-09 13:53:00+00:00,2021-06-11 10:03:47+00:00,33.3157115652491,-117.34832277422,1000.0,1.8408217592592593,74.9,53.9,65.0,50.8,0.0,13.8,22.5,159.29,11.8,61.79,510.7,27.6,-2.979999542236328,4103.0,28,1.854334115982056
Farm Fire,San Bernardino,2021-06-09,2021-06-09 13:15:00+00:00,2021-06-11 17:04:08+00:00,34.3832472034404,-117.418354641222,250.0,2.1591203703703705,80.8,59.2,67.9,47.0,0.0,18.2,27.1,216.25,25.9,50.32,550.4,31.7,-3.140000343322754,2055.0,1188,2.7802884578704834
Beale Fire,Yuba,2021-06-13,2021-06-13 19:39:00+00:00,2021-06-14 17:54:43+00:00,39.1956433,-121.3587065,150.0,0.9275810185185185,90.6,62.7,77.0,55.5,0.0,16.0,18.6,144.42,0.0,51.0,505.3,29.1,-5.529999732971191,3053.0,101,1.513749361038208
Silicon Fire,Santa Clara,2021-06-14,2021-06-14 11:40:00+00:00,2021-06-14 18:36:39+00:00,37.24042,-121.76309,35.0,0.28934027777777777,76.7,60.3,67.3,54.6,0.0,18.6,26.4,206.25,40.9,65.92,455.0,26.2,-5.090000152587891,2928.0,82,3.013749361038208
Goose Fire,Amador,2021-06-13,2021-06-13 16:01:34+00:00,,38.3046414,-120.9608439,67.0,,84.8,61.6,72.1,54.6,0.0,12.9,25.3,202.79,0.0,56.97,322.9,27.9,-6.010000228881836,4459.0,90,9.26821994781494
Fields Fire ,Yuba,2020-10-07,2020-10-07 06:06:33+00:00,2020-10-07 08:34:00+00:00,39.181047,-121.450982,56.0,0.10239583333333334,89.3,56.5,70.7,39.9,0.0,8.0,,130.88,12.1,34.43,263.1,12.3,-3.180000305175781,1478.0,34,3.025000810623169
Equestrian Fire,El Dorado,2021-06-16,2021-06-16 14:03:42+00:00,2021-06-16 17:07:52+00:00,38.79988,-121.01273,10.0,0.12789351851851852,91.9,61.7,76.8,35.3,0.0,7.1,,159.5,0.0,24.45,500.0,28.8,-4.920000076293945,4176.0,426,14.565407752990724
Kathryn Fire,Riverside,2021-06-15,2021-06-15 13:30:00+00:00,2021-06-15 08:00:19+00:00,33.67127,-116.94956,15.0,-0.22894675925925925,106.3,66.4,86.1,43.9,0.0,9.5,,221.82,0.3,29.12,475.1,27.4,-3.060000419616699,2247.0,521,3.4654109477996826
Park Fire,Butte,2021-06-17,2021-06-17 21:37:07+00:00,2021-06-19 19:24:22+00:00,39.77144,-121.76629,402.0,1.9078125,107.8,66.3,88.0,36.8,0.0,12.0,24.2,207.61,2.8,18.45,494.9,30.3,-5.960000038146973,4552.0,103,4.417123794555664
Antelope Fire,Tulare,2021-06-18,2021-06-18 06:33:00+00:00,2021-06-20 07:18:21+00:00,36.47887,-119.10788,11.0,2.0314930555555555,109.7,77.7,92.9,60.0,0.0,14.5,36.8,200.21,0.6,36.28,278.3,23.0,-5.399999618530273,4023.0,163,2.183316469192505
Rock Fire,Shasta,2021-06-15,2021-06-15 17:14:55+00:00,2021-06-20 12:46:57+00:00,40.61468,-122.49164,108.0,4.813912037037037,85.6,58.0,72.0,37.5,0.0,11.3,,139.19,0.0,33.74,392.7,22.6,-5.109999656677246,3900.0,283,1.2216379642486572
Flats Fire,Riverside,2021-06-13,2021-06-13 11:12:13+00:00,2021-06-21 12:28:30+00:00,33.5812044,-116.4518615,341.0,8.052974537037038,109.2,77.3,93.9,38.7,0.0,15.3,32.2,242.38,0.0,16.84,574.7,33.1,-3.149999618530273,2504.0,1233,1.113155961036682
Watt Fire,Placer,2021-06-21,2021-06-21 16:41:35+00:00,2021-06-21 19:04:05+00:00,38.728881,-121.39247,42.0,0.09895833333333333,90.6,61.6,74.7,48.1,0.0,15.4,23.0,175.5,24.0,42.07,409.7,23.6,-6.960000038146973,3770.0,30,5.492961883544922
Paseo Fire,Santa Clara,2021-06-25,2021-06-25 14:23:00+00:00,2021-06-25 23:13:01+00:00,37.118582,-121.584194,37.0,0.3680671296296296,75.6,57.1,62.7,54.0,0.0,18.3,28.9,209.5,51.9,74.51,491.5,28.3,-5.050000190734863,3617.0,165,4.642459392547607
Mesa Fire,San Diego,2021-06-23,2021-06-23 16:01:58+00:00,2021-06-27 16:51:24+00:00,33.337282,-117.095858,350.0,4.034328703703704,78.2,60.6,67.4,60.0,0.01,9.6,16.1,209.29,30.6,78.78,291.6,17.8,-3.149999618530273,3785.0,491,8.998282432556152
